Month,Year,Country,Departures,Arrivals
Jan,2002,Mainland China,41586.0,47903.0
Mar,2002,Indonesia,136548.0,134453.0
Jan,2002,North East Asia,225711.0,242179.0
Jan,2002,Thailand,101378.0,120485.0
Jan,2002,Philippines,26456.0,37006.0
Jan,2002,Malaysia,103096.0,106958.0
Jan,2002,Indonesia,129049.0,116717.0
Jan,2002,South East Asia,392519.0,412527.0
Feb,2002,North America,20743.0,21111.0
Feb,2002,United Kingdom,45016.0,53508.0
Feb,2002,Germany,22964.0,24953.0
Feb,2002,France,13607.0,14280.0
Feb,2002,Europe,115731.0,127489.0
Feb,2002,Oceania,164191.0,134784.0
Jan,2002,Vietnam,15547.0,14546.0
Mar,2002,South East Asia,460227.0,471673.0
Feb,2002,Mainland China,63658.0,58369.0
Apr,2002,United Kingdom,57178.0,41491.0
May,2002,North East Asia,290838.0,259619.0
May,2002,Vietnam,16188.0,15084.0
May,2002,Thailand,121283.0,129980.0
May,2002,Philippines,36436.0,35732.0
May,2002,Malaysia,121460.0,135484.0
May,2002,Indonesia,133677.0,123486.0
May,2002,South East Asia,446068.0,456819.0
Jun,2002,North America,32158.0,31597.0
Jun,2002,United Kingdom,50896.0,52859.0
Jun,2002,Germany,27260.0,28077.0
Jun,2002,France,11953.0,14610.0
May,2002,Mainland China,78127.0,66056.0
Jun,2002,Europe,136661.0,138816.0
Jun,2002,Middle East,14237.0,18683.0
Jun,2002,South Asia,74978.0,70407.0
Jun,2002,Japan,70941.0,75273.0
Jun,2002,Hong Kong,75944.0,81551.0
Jun,2002,Mainland China,65270.0,74841.0
Jun,2002,North East Asia,264558.0,288722.0
Jun,2002,Vietnam,17422.0,16314.0
Jun,2002,Thailand,119242.0,132394.0
Jun,2002,Philippines,32401.0,31871.0
Jun,2002,Malaysia,123224.0,126610.0
Apr,2002,North America,26896.0,20648.0
Jun,2002,Oceania,144769.0,164647.0
May,2002,Hong Kong,83802.0,71786.0
Jun,2002,Indonesia,139659.0,148303.0
May,2002,South Asia,76447.0,79484.0
May,2002,Japan,70061.0,65216.0
Apr,2002,France,14326.0,13712.0
Apr,2002,Europe,154300.0,122750.0
Apr,2002,Oceania,139779.0,159033.0
Apr,2002,Middle East,13526.0,12559.0
Apr,2002,South Asia,64836.0,76565.0
Apr,2002,Japan,68052.0,71903.0
