Month,Year,Country,Departures,Arrivals,Total_Flow
Sep,2014,  South Asia,171313.0,181210.0,352523.0
Sep,2014,  South East Asia,908941.0,902381.0,1811322.0
Sep,2014,Number Of Air Passenger Arrivals,0.0,2093056.0,2093056.0
Sep,2014,Number Of Air Passenger Departures,2094124.0,0.0,2094124.0
Apr,2015,    France,17804.0,15110.0,32914.0
Apr,2015,    Germany,32355.0,23457.0,55812.0
Apr,2015,    Hong Kong,145299.0,142431.0,287730.0
Apr,2015,    Indonesia,274031.0,271819.0,545850.0
Apr,2015,    Japan,103715.0,111263.0,214978.0
Apr,2015,    Mainland China,186017.0,196745.0,382762.0
Apr,2015,    Malaysia,217573.0,222306.0,439879.0
Apr,2015,    Philippines,113668.0,125423.0,239091.0
Apr,2015,    Thailand,210081.0,218425.0,428506.0
Apr,2015,    United Kingdom,54775.0,39202.0,93977.0
Apr,2015,    Vietnam,77846.0,89067.0,166913.0
Apr,2015,  Europe,169679.0,129018.0,298697.0
Apr,2015,  Middle East,63508.0,54470.0,117978.0
Apr,2015,  North America,18328.0,16150.0,34478.0
Apr,2015,  North East Asia,551958.0,570384.0,1122342.0
Apr,2015,  Oceania,214859.0,223853.0,438712.0
Apr,2015,  Other Regions,7462.0,7551.0,15013.0
Apr,2015,  South Asia,178926.0,197387.0,376313.0
Apr,2015,  South East Asia,946865.0,982628.0,1929493.0
Apr,2015,Number Of Air Passenger Arrivals,0.0,2181441.0,2181441.0
Apr,2015,Number Of Air Passenger Departures,2151585.0,0.0,2151585.0
Aug,2015,    France,22627.0,21996.0,44623.0
Aug,2015,    Germany,33838.0,35752.0,69590.0
Aug,2015,    Hong Kong,185117.0,171127.0,356244.0
Aug,2015,    Indonesia,305892.0,318616.0,624508.0
Aug,2015,    Japan,130633.0,128362.0,258995.0
Aug,2015,    Mainland China,260644.0,238671.0,499315.0
Aug,2015,    Malaysia,243921.0,254747.0,498668.0
Aug,2015,    Philippines,101706.0,108144.0,209850.0
Aug,2015,    Thailand,205187.0,218523.0,423710.0
Aug,2015,    United Kingdom,58302.0,57384.0,115686.0
Aug,2015,    Vietnam,92636.0,95811.0,188447.0
Aug,2015,  Europe,194539.0,194969.0,389508.0
Aug,2015,  Middle East,79057.0,68001.0,147058.0
Aug,2015,  North America,25291.0,20891.0,46182.0
Aug,2015,  North East Asia,711054.0,665855.0,1376909.0
Aug,2015,  Oceania,237417.0,242487.0,479904.0
Aug,2015,  Other Regions,7765.0,8764.0,16529.0
Aug,2015,  South Asia,191623.0,204527.0,396150.0
Aug,2015,  South East Asia,1000309.0,1048419.0,2048728.0
Aug,2015,Number Of Air Passenger Arrivals,0.0,2453913.0,2453913.0
Aug,2015,Number Of Air Passenger Departures,2447055.0,0.0,2447055.0
Dec,2015,    France,15725.0,15090.0,30815.0
Dec,2015,    Germany,25895.0,29114.0,55009.0
Dec,2015,    Hong Kong,174793.0,176149.0,350942.0
Dec,2015,    Indonesia,302910.0,331387.0,634297.0
Dec,2015,    Japan,137173.0,132647.0,269820.0
Dec,2015,    Mainland China,213327.0,211983.0,425310.0
Dec,2015,    Malaysia,286633.0,284598.0,571231.0
Dec,2015,    Philippines,140383.0,109090.0,249473.0
Dec,2015,    Thailand,272784.0,270512.0,543296.0
Dec,2015,    United Kingdom,48595.0,55128.0,103723.0
Dec,2015,    Vietnam,104896.0,95244.0,200140.0
Dec,2015,  Europe,152081.0,166384.0,318465.0
Dec,2015,  Middle East,75677.0,81064.0,156741.0
Dec,2015,  North America,18940.0,23625.0,42565.0
Dec,2015,  North East Asia,678653.0,676826.0,1355479.0
Dec,2015,  Oceania,258869.0,304746.0,563615.0
Dec,2015,  Other Regions,8547.0,9061.0,17608.0
Dec,2015,  South Asia,231840.0,220732.0,452572.0
Dec,2015,  South East Asia,1179709.0,1161400.0,2341109.0
Dec,2015,Number Of Air Passenger Arrivals,0.0,2643838.0,2643838.0
Dec,2015,Number Of Air Passenger Departures,2604316.0,0.0,2604316.0
Feb,2015,    France,13879.0,15195.0,29074.0
Feb,2015,    Germany,24038.0,26199.0,50237.0
Feb,2015,    Hong Kong,137527.0,145191.0,282718.0
Feb,2015,    Indonesia,239378.0,238028.0,477406.0
Feb,2015,    Japan,99786.0,102875.0,202661.0
Feb,2015,    Mainland China,230018.0,219103.0,449121.0
Feb,2015,    Malaysia,214776.0,202817.0,417593.0
Feb,2015,    Philippines,87600.0,94193.0,181793.0
Feb,2015,    Thailand,189091.0,193655.0,382746.0
Feb,2015,    United Kingdom,38321.0,41201.0,79522.0
Feb,2015,    Vietnam,77794.0,72314.0,150108.0
Feb,2015,  Europe,125498.0,130526.0,256024.0
Feb,2015,  Middle East,51833.0,50342.0,102175.0
Feb,2015,  North America,14380.0,15520.0,29900.0
Feb,2015,  North East Asia,585065.0,577974.0,1163039.0
Feb,2015,  Oceania,241765.0,197163.0,438928.0
Feb,2015,  Other Regions,4991.0,4904.0,9895.0
Feb,2015,  South Asia,172685.0,188972.0,361657.0
Feb,2015,  South East Asia,860772.0,853328.0,1714100.0
Feb,2015,Number Of Air Passenger Arrivals,0.0,2018729.0,2018729.0
Feb,2015,Number Of Air Passenger Departures,2056989.0,0.0,2056989.0
Jan,2015,    France,13901.0,17800.0,31701.0
Jan,2015,    Germany,29206.0,29637.0,58843.0
Jan,2015,    Hong Kong,126069.0,139099.0,265168.0
Jan,2015,    Indonesia,275638.0,258024.0,533662.0
Jan,2015,    Japan,97535.0,105495.0,203030.0
Jan,2015,    Mainland China,151412.0,180520.0,331932.0
Jan,2015,    Malaysia,196308.0,211930.0,408238.0
Jan,2015,    Philippines,92991.0,126738.0,219729.0
Jan,2015,    Thailand,201066.0,226443.0,427509.0
Jan,2015,    United Kingdom,50465.0,56492.0,106957.0
Jan,2015,    Vietnam,77478.0,85834.0,163312.0
Jan,2015,  Europe,150845.0,164955.0,315800.0
Jan,2015,  Middle East,60208.0,62271.0,122479.0
Jan,2015,  North America,21679.0,21146.0,42825.0
Jan,2015,  North East Asia,486732.0,558882.0,1045614.0
Jan,2015,  Oceania,292667.0,234013.0,526680.0
Jan,2015,  Other Regions,7719.0,7711.0,15430.0
Jan,2015,  South Asia,195229.0,227222.0,422451.0
Jan,2015,  South East Asia,897734.0,967105.0,1864839.0
Jan,2015,Number Of Air Passenger Arrivals,0.0,2243305.0,2243305.0
Jan,2015,Number Of Air Passenger Departures,2112813.0,0.0,2112813.0
Jul,2015,    France,21219.0,23077.0,44296.0
Jul,2015,    Germany,31760.0,34524.0,66284.0
Jul,2015,    Hong Kong,156457.0,175829.0,332286.0
Jul,2015,    Indonesia,339964.0,305283.0,645247.0
Jul,2015,    Japan,113948.0,115818.0,229766.0
Jul,2015,    Mainland China,214763.0,252910.0,467673.0
Jul,2015,    Malaysia,240414.0,240410.0,480824.0
Jul,2015,    Philippines,97680.0,102622.0,200302.0
Jul,2015,    Thailand,217209.0,229653.0,446862.0
Jul,2015,    United Kingdom,57057.0,61997.0,119054.0
Jul,2015,    Vietnam,98117.0,102411.0,200528.0
Jul,2015,  Europe,188412.0,203033.0,391445.0
Jul,2015,  Middle East,56286.0,79453.0,135739.0
Jul,2015,  North America,25037.0,26393.0,51430.0
Jul,2015,  North East Asia,597556.0,669299.0,1266855.0
Jul,2015,  Oceania,275268.0,242224.0,517492.0
Jul,2015,  Other Regions,8182.0,7079.0,15261.0
Jul,2015,  South Asia,187491.0,193835.0,381326.0
Jul,2015,  South East Asia,1042937.0,1032583.0,2075520.0
Jul,2015,Number Of Air Passenger Arrivals,0.0,2453899.0,2453899.0
Jul,2015,Number Of Air Passenger Departures,2381169.0,0.0,2381169.0
Jun,2015,    France,20693.0,17105.0,37798.0
Jun,2015,    Germany,31133.0,26437.0,57570.0
Jun,2015,    Hong Kong,147878.0,157735.0,305613.0
Jun,2015,    Indonesia,310793.0,324345.0,635138.0
Jun,2015,    Japan,106970.0,109238.0,216208.0
Jun,2015,    Mainland China,197467.0,207888.0,405355.0
Jun,2015,    Malaysia,248504.0,256194.0,504698.0
Jun,2015,    Philippines,110284.0,110618.0,220902.0
Jun,2015,    Thailand,227762.0,239711.0,467473.0
Jun,2015,    United Kingdom,56341.0,48804.0,105145.0
Jun,2015,    Vietnam,92833.0,95923.0,188756.0
Jun,2015,  Europe,183695.0,156362.0,340057.0
Jun,2015,  Middle East,60047.0,61483.0,121530.0
Jun,2015,  North America,21917.0,28724.0,50641.0
Jun,2015,  North East Asia,559560.0,597959.0,1157519.0
Jun,2015,  Oceania,202640.0,242995.0,445635.0
Jun,2015,  Other Regions,5844.0,6509.0,12353.0
Jun,2015,  South Asia,204083.0,200795.0,404878.0
Jun,2015,  South East Asia,1040931.0,1077826.0,2118757.0
Jun,2015,Number Of Air Passenger Arrivals,0.0,2372653.0,2372653.0
Jun,2015,Number Of Air Passenger Departures,2278717.0,0.0,2278717.0
Mar,2015,    France,18757.0,15404.0,34161.0
Mar,2015,    Germany,32736.0,29245.0,61981.0
Mar,2015,    Hong Kong,155055.0,150838.0,305893.0
Mar,2015,    Indonesia,276699.0,279355.0,556054.0
Mar,2015,    Japan,128849.0,116179.0,245028.0
Mar,2015,    Mainland China,201606.0,186308.0,387914.0
Mar,2015,    Malaysia,231365.0,238933.0,470298.0
Mar,2015,    Philippines,112218.0,107560.0,219778.0
Mar,2015,    Thailand,221752.0,232179.0,453931.0
Mar,2015,    United Kingdom,50899.0,45794.0,96693.0
Mar,2015,    Vietnam,86420.0,92293.0,178713.0
Mar,2015,  Europe,163010.0,143204.0,306214.0
Mar,2015,  Middle East,60436.0,61343.0,121779.0
Mar,2015,  North America,18689.0,18817.0,37506.0
Mar,2015,  North East Asia,613798.0,572423.0,1186221.0
Mar,2015,  Oceania,223763.0,226858.0,450621.0
Mar,2015,  Other Regions,7071.0,6442.0,13513.0
Mar,2015,  South Asia,175380.0,198603.0,373983.0
Mar,2015,  South East Asia,983816.0,1009477.0,1993293.0
Mar,2015,Number Of Air Passenger Arrivals,0.0,2237167.0,2237167.0
Mar,2015,Number Of Air Passenger Departures,2245963.0,0.0,2245963.0
May,2015,    France,18961.0,14854.0,33815.0
May,2015,    Germany,29875.0,24514.0,54389.0
May,2015,    Hong Kong,149272.0,141810.0,291082.0
May,2015,    Indonesia,303026.0,298532.0,601558.0
May,2015,    Japan,106186.0,96700.0,202886.0
May,2015,    Mainland China,201498.0,177674.0,379172.0
May,2015,    Malaysia,237619.0,230115.0,467734.0
May,2015,    Philippines,125447.0,126227.0,251674.0
May,2015,    Thailand,212240.0,217988.0,430228.0
May,2015,    United Kingdom,49455.0,38865.0,88320.0
May,2015,    Vietnam,88592.0,83076.0,171668.0
May,2015,  Europe,167498.0,131312.0,298810.0
May,2015,  Middle East,58096.0,53478.0,111574.0
May,2015,  North America,20739.0,23950.0,44689.0
May,2015,  North East Asia,577520.0,531333.0,1108853.0
May,2015,  Oceania,191912.0,208845.0,400757.0
May,2015,  Other Regions,7032.0,5947.0,12979.0
May,2015,  South Asia,210113.0,215569.0,425682.0
May,2015,  South East Asia,1017834.0,1007330.0,2025164.0
May,2015,Number Of Air Passenger Arrivals,0.0,2177764.0,2177764.0
May,2015,Number Of Air Passenger Departures,2250744.0,0.0,2250744.0
Nov,2015,    France,14814.0,14520.0,29334.0
Nov,2015,    Germany,26191.0,27597.0,53788.0
Nov,2015,    Hong Kong,163178.0,155309.0,318487.0
Nov,2015,    Indonesia,280179.0,274868.0,555047.0
Nov,2015,    Japan,125167.0,117713.0,242880.0
Nov,2015,    Mainland China,202382.0,188570.0,390952.0
Nov,2015,    Malaysia,244217.0,240998.0,485215.0
Nov,2015,    Philippines,108769.0,103309.0,212078.0
Nov,2015,    Thailand,234926.0,232068.0,466994.0
Nov,2015,    United Kingdom,43753.0,45990.0,89743.0
Nov,2015,    Vietnam,87372.0,82865.0,170237.0
Nov,2015,  Europe,145849.0,147887.0,293736.0
Nov,2015,  Middle East,54437.0,51263.0,105700.0
Nov,2015,  North America,17077.0,18389.0,35466.0
Nov,2015,  North East Asia,632055.0,594916.0,1226971.0
Nov,2015,  Oceania,247138.0,243486.0,490624.0
Nov,2015,  Other Regions,6984.0,6761.0,13745.0
Nov,2015,  South Asia,219549.0,197065.0,416614.0
Nov,2015,  South East Asia,1020847.0,995536.0,2016383.0
Nov,2015,Number Of Air Passenger Arrivals,0.0,2255303.0,2255303.0
Nov,2015,Number Of Air Passenger Departures,2343936.0,0.0,2343936.0
Oct,2015,    France,15137.0,19219.0,34356.0
Oct,2015,    Germany,28790.0,35931.0,64721.0
Oct,2015,    Hong Kong,154715.0,143425.0,298140.0
Oct,2015,    Indonesia,287826.0,298020.0,585846.0
Oct,2015,    Japan,120818.0,117686.0,238504.0
Oct,2015,    Mainland China,211780.0,193465.0,405245.0
Oct,2015,    Malaysia,232170.0,231849.0,464019.0
Oct,2015,    Philippines,99513.0,102741.0,202254.0
Oct,2015,    Thailand,219466.0,222996.0,442462.0
Oct,2015,    United Kingdom,41227.0,58386.0,99613.0
Oct,2015,    Vietnam,81201.0,83757.0,164958.0
Oct,2015,  Europe,145806.0,192048.0,337854.0
Oct,2015,  Middle East,54084.0,67251.0,121335.0
Oct,2015,  North America,17037.0,19144.0,36181.0
Oct,2015,  North East Asia,619567.0,583991.0,1203558.0
Oct,2015,  Oceania,270237.0,221066.0,491303.0
Oct,2015,  Other Regions,8070.0,7473.0,15543.0
Oct,2015,  South Asia,190911.0,192923.0,383834.0
Oct,2015,  South East Asia,973146.0,991438.0,1964584.0
Oct,2015,Number Of Air Passenger Arrivals,0.0,2275334.0,2275334.0
Oct,2015,Number Of Air Passenger Departures,2278858.0,0.0,2278858.0
Sep,2015,    France,19199.0,17597.0,36796.0
Sep,2015,    Germany,33744.0,32317.0,66061.0
Sep,2015,    Hong Kong,133349.0,143626.0,276975.0
Sep,2015,    Indonesia,286818.0,290259.0,577077.0
Sep,2015,    Japan,117361.0,107578.0,224939.0
Sep,2015,    Mainland China,191859.0,195301.0,387160.0
Sep,2015,    Malaysia,232586.0,230959.0,463545.0
Sep,2015,    Philippines,94948.0,97417.0,192365.0
Sep,2015,    Thailand,190939.0,190988.0,381927.0
Sep,2015,    United Kingdom,54134.0,52506.0,106640.0
Sep,2015,    Vietnam,84213.0,81746.0,165959.0
Sep,2015,  Europe,180285.0,175921.0,356206.0
Sep,2015,  Middle East,68238.0,58689.0,126927.0
Sep,2015,  North America,18704.0,16554.0,35258.0
Sep,2015,  North East Asia,559018.0,561079.0,1120097.0
Sep,2015,  Oceania,247171.0,240614.0,487785.0
Sep,2015,  Other Regions,7363.0,6887.0,14250.0
Sep,2015,  South Asia,174815.0,179305.0,354120.0
Sep,2015,  South East Asia,936720.0,938701.0,1875421.0
Sep,2015,Number Of Air Passenger Arrivals,0.0,2177750.0,2177750.0
Sep,2015,Number Of Air Passenger Departures,2192314.0,0.0,2192314.0
Apr,2016,    France,19802.0,16743.0,36545.0
Apr,2016,    Germany,31980.0,24649.0,56629.0
Apr,2016,    Hong Kong,155634.0,152355.0,307989.0
Apr,2016,    Indonesia,295459.0,289167.0,584626.0
Apr,2016,    Japan,117097.0,126390.0,243487.0
Apr,2016,    Mainland China,234186.0,234657.0,468843.0
Apr,2016,    Malaysia,238836.0,246072.0,484908.0
Apr,2016,    Philippines,118290.0,130245.0,248535.0
Apr,2016,    Thailand,239207.0,260779.0,499986.0
Apr,2016,    United Kingdom,55966.0,36286.0,92252.0
Apr,2016,    Vietnam,88952.0,97425.0,186377.0
Apr,2016,  Europe,177549.0,131631.0,309180.0
Apr,2016,  Middle East,68909.0,57665.0,126574.0
Apr,2016,  North America,15835.0,14431.0,30266.0
Apr,2016,  North East Asia,634062.0,639740.0,1273802.0
Apr,2016,  Oceania,233540.0,237287.0,470827.0
Apr,2016,  Other Regions,8565.0,8374.0,16939.0
Apr,2016,  South Asia,187734.0,210858.0,398592.0
Apr,2016,  South East Asia,1040022.0,1084205.0,2124227.0
Apr,2016,Number Of Air Passenger Arrivals,0.0,2384191.0,2384191.0
Apr,2016,Number Of Air Passenger Departures,2366216.0,0.0,2366216.0
Aug,2016,    France,20430.0,19941.0,40371.0
Aug,2016,    Germany,34643.0,35865.0,70508.0
Aug,2016,    Hong Kong,161138.0,148520.0,309658.0
Aug,2016,    Indonesia,314934.0,332725.0,647659.0
Aug,2016,    Japan,119815.0,119655.0,239470.0
Aug,2016,    Mainland China,283712.0,254098.0,537810.0
Aug,2016,    Malaysia,246382.0,259607.0,505989.0
Aug,2016,    Philippines,97964.0,101353.0,199317.0
Aug,2016,    Thailand,204087.0,225691.0,429778.0
Aug,2016,    United Kingdom,64941.0,58511.0,123452.0
Aug,2016,    Vietnam,94336.0,97686.0,192022.0
Aug,2016,  Europe,190861.0,185086.0,375947.0
Aug,2016,  Middle East,76452.0,66186.0,142638.0
Aug,2016,  North America,26159.0,22440.0,48599.0
Aug,2016,  North East Asia,697350.0,645188.0,1342538.0
Aug,2016,  Oceania,234970.0,239040.0,474010.0
Aug,2016,  Other Regions,8677.0,9422.0,18099.0
Aug,2016,  South Asia,196195.0,202494.0,398689.0
Aug,2016,  South East Asia,1007609.0,1069110.0,2076719.0
Aug,2016,Number Of Air Passenger Arrivals,0.0,2438966.0,2438966.0
Aug,2016,Number Of Air Passenger Departures,2438273.0,0.0,2438273.0
Dec,2016,    France,16303.0,17134.0,33437.0
Dec,2016,    Germany,30436.0,33633.0,64069.0
Dec,2016,    Hong Kong,165351.0,166616.0,331967.0
Dec,2016,    Indonesia,335360.0,365783.0,701143.0
Dec,2016,    Japan,135511.0,134886.0,270397.0
Dec,2016,    Mainland China,258271.0,257605.0,515876.0
Dec,2016,    Malaysia,304950.0,299391.0,604341.0
Dec,2016,    Philippines,144361.0,114681.0,259042.0
Dec,2016,    Thailand,267095.0,263169.0,530264.0
Dec,2016,    United Kingdom,50928.0,54309.0,105237.0
Dec,2016,    Vietnam,112961.0,106207.0,219168.0
Dec,2016,  Europe,158361.0,172207.0,330568.0
Dec,2016,  Middle East,85849.0,89445.0,175294.0
Dec,2016,  North America,29317.0,32262.0,61579.0
Dec,2016,  North East Asia,723316.0,725904.0,1449220.0
Dec,2016,  Oceania,262163.0,324590.0,586753.0
Dec,2016,  Other Regions,8278.0,9086.0,17364.0
Dec,2016,  South Asia,273824.0,256563.0,530387.0
Dec,2016,  South East Asia,1245415.0,1228057.0,2473472.0
Dec,2016,Number Of Air Passenger Arrivals,0.0,2838114.0,2838114.0
Dec,2016,Number Of Air Passenger Departures,2786523.0,0.0,2786523.0
Feb,2016,    France,14839.0,15643.0,30482.0
Feb,2016,    Germany,25255.0,27266.0,52521.0
Feb,2016,    Hong Kong,150986.0,143911.0,294897.0
Feb,2016,    Indonesia,268906.0,268355.0,537261.0
Feb,2016,    Japan,111124.0,113219.0,224343.0
Feb,2016,    Mainland China,263343.0,244746.0,508089.0
Feb,2016,    Malaysia,237642.0,246225.0,483867.0
Feb,2016,    Philippines,100457.0,107571.0,208028.0
Feb,2016,    Thailand,222885.0,230720.0,453605.0
Feb,2016,    United Kingdom,43265.0,44883.0,88148.0
Feb,2016,    Vietnam,86077.0,89928.0,176005.0
Feb,2016,  Europe,142068.0,145452.0,287520.0
Feb,2016,  Middle East,58960.0,59565.0,118525.0
Feb,2016,  North America,14461.0,15020.0,29481.0
Feb,2016,  North East Asia,658575.0,624242.0,1282817.0
Feb,2016,  Oceania,262853.0,215850.0,478703.0
Feb,2016,  Other Regions,5799.0,5906.0,11705.0
Feb,2016,  South Asia,176447.0,202536.0,378983.0
Feb,2016,  South East Asia,974513.0,1003786.0,1978299.0
Feb,2016,Number Of Air Passenger Arrivals,0.0,2272357.0,2272357.0
Feb,2016,Number Of Air Passenger Departures,2293676.0,0.0,2293676.0
Jan,2016,    France,13317.0,17442.0,30759.0
Jan,2016,    Germany,29436.0,29516.0,58952.0
Jan,2016,    Hong Kong,141698.0,162489.0,304187.0
Jan,2016,    Indonesia,295912.0,279840.0,575752.0
Jan,2016,    Japan,107665.0,118555.0,226220.0
Jan,2016,    Mainland China,195632.0,224915.0,420547.0
Jan,2016,    Malaysia,229464.0,241990.0,471454.0
Jan,2016,    Philippines,104780.0,136563.0,241343.0
Jan,2016,    Thailand,220545.0,255251.0,475796.0
Jan,2016,    United Kingdom,50089.0,55836.0,105925.0
Jan,2016,    Vietnam,86825.0,94262.0,181087.0
Jan,2016,  Europe,155667.0,169618.0,325285.0
Jan,2016,  Middle East,68330.0,73138.0,141468.0
Jan,2016,  North America,20544.0,20851.0,41395.0
Jan,2016,  North East Asia,567209.0,652135.0,1219344.0
Jan,2016,  Oceania,299953.0,259678.0,559631.0
Jan,2016,  Other Regions,8288.0,8064.0,16352.0
Jan,2016,  South Asia,201606.0,236042.0,437648.0
Jan,2016,  South East Asia,997665.0,1070670.0,2068335.0
Jan,2016,Number Of Air Passenger Arrivals,0.0,2490196.0,2490196.0
Jan,2016,Number Of Air Passenger Departures,2319262.0,0.0,2319262.0
Jul,2016,    France,19344.0,21919.0,41263.0
Jul,2016,    Germany,30573.0,35346.0,65919.0
Jul,2016,    Hong Kong,150036.0,170836.0,320872.0
Jul,2016,    Indonesia,371216.0,327281.0,698497.0
Jul,2016,    Japan,105279.0,114104.0,219383.0
Jul,2016,    Mainland China,245807.0,284457.0,530264.0
Jul,2016,    Malaysia,260258.0,264408.0,524666.0
Jul,2016,    Philippines,104073.0,106747.0,210820.0
Jul,2016,    Thailand,232245.0,247904.0,480149.0
Jul,2016,    United Kingdom,59413.0,66035.0,125448.0
Jul,2016,    Vietnam,104565.0,108500.0,213065.0
Jul,2016,  Europe,178165.0,201791.0,379956.0
Jul,2016,  Middle East,60627.0,82915.0,143542.0
Jul,2016,  North America,25999.0,28737.0,54736.0
Jul,2016,  North East Asia,628417.0,711527.0,1339944.0
Jul,2016,  Oceania,294051.0,256395.0,550446.0
Jul,2016,  Other Regions,8989.0,8591.0,17580.0
Jul,2016,  South Asia,198127.0,209067.0,407194.0
Jul,2016,  South East Asia,1127228.0,1110889.0,2238117.0
Jul,2016,Number Of Air Passenger Arrivals,0.0,2609912.0,2609912.0
Jul,2016,Number Of Air Passenger Departures,2521603.0,0.0,2521603.0
Jun,2016,    France,19436.0,15828.0,35264.0
Jun,2016,    Germany,30805.0,25854.0,56659.0
Jun,2016,    Hong Kong,147022.0,156381.0,303403.0
Jun,2016,    Indonesia,307644.0,325245.0,632889.0
Jun,2016,    Japan,109605.0,109984.0,219589.0
Jun,2016,    Mainland China,229889.0,240398.0,470287.0
Jun,2016,    Malaysia,257931.0,256080.0,514011.0
Jun,2016,    Philippines,113819.0,110994.0,224813.0
Jun,2016,    Thailand,230434.0,236316.0,466750.0
Jun,2016,    United Kingdom,57778.0,46055.0,103833.0
Jun,2016,    Vietnam,97516.0,100447.0,197963.0
Jun,2016,  Europe,177253.0,146792.0,324045.0
Jun,2016,  Middle East,59801.0,58651.0,118452.0
Jun,2016,  North America,24199.0,29580.0,53779.0
Jun,2016,  North East Asia,619253.0,644231.0,1263484.0
Jun,2016,  Oceania,215242.0,260169.0,475411.0
Jun,2016,  Other Regions,6643.0,7236.0,13879.0
Jun,2016,  South Asia,210807.0,197209.0,408016.0
Jun,2016,  South East Asia,1058043.0,1081679.0,2139722.0
Jun,2016,Number Of Air Passenger Arrivals,0.0,2425547.0,2425547.0
Jun,2016,Number Of Air Passenger Departures,2371241.0,0.0,2371241.0
Mar,2016,    France,19010.0,14882.0,33892.0
Mar,2016,    Germany,32729.0,28136.0,60865.0
Mar,2016,    Hong Kong,157695.0,166477.0,324172.0
Mar,2016,    Indonesia,301809.0,304817.0,606626.0
Mar,2016,    Japan,139487.0,120844.0,260331.0
Mar,2016,    Mainland China,223340.0,223814.0,447154.0
Mar,2016,    Malaysia,257838.0,262056.0,519894.0
Mar,2016,    Philippines,119847.0,114345.0,234192.0
Mar,2016,    Thailand,252580.0,271823.0,524403.0
Mar,2016,    United Kingdom,53048.0,48788.0,101836.0
Mar,2016,    Vietnam,93615.0,97842.0,191457.0
Mar,2016,  Europe,172301.0,147937.0,320238.0
Mar,2016,  Middle East,68923.0,69939.0,138862.0
Mar,2016,  North America,15244.0,15538.0,30782.0
Mar,2016,  North East Asia,652092.0,637195.0,1289287.0
Mar,2016,  Oceania,233361.0,242636.0,475997.0
Mar,2016,  Other Regions,7646.0,8095.0,15741.0
Mar,2016,  South Asia,186615.0,200882.0,387497.0
Mar,2016,  South East Asia,1086304.0,1114934.0,2201238.0
Mar,2016,Number Of Air Passenger Arrivals,0.0,2437156.0,2437156.0
Mar,2016,Number Of Air Passenger Departures,2422486.0,0.0,2422486.0
May,2016,    France,19738.0,15853.0,35591.0
May,2016,    Germany,30143.0,24218.0,54361.0
May,2016,    Hong Kong,152754.0,152607.0,305361.0
May,2016,    Indonesia,319954.0,317242.0,637196.0
May,2016,    Japan,116677.0,111875.0,228552.0
May,2016,    Mainland China,236454.0,210377.0,446831.0
May,2016,    Malaysia,252424.0,262409.0,514833.0
May,2016,    Philippines,126628.0,128979.0,255607.0
May,2016,    Thailand,231026.0,249849.0,480875.0
May,2016,    United Kingdom,48888.0,38055.0,86943.0
May,2016,    Vietnam,94565.0,95463.0,190028.0
May,2016,  Europe,166898.0,130767.0,297665.0
May,2016,  Middle East,58078.0,59167.0,117245.0
May,2016,  North America,17029.0,19342.0,36371.0
May,2016,  North East Asia,631934.0,598111.0,1230045.0
May,2016,  Oceania,204970.0,218606.0,423576.0
May,2016,  Other Regions,7540.0,6941.0,14481.0
May,2016,  South Asia,212291.0,222968.0,435259.0
May,2016,  South East Asia,1078793.0,1110887.0,2189680.0
May,2016,Number Of Air Passenger Arrivals,0.0,2366789.0,2366789.0
May,2016,Number Of Air Passenger Departures,2377533.0,0.0,2377533.0
Nov,2016,    France,16999.0,15333.0,32332.0
Nov,2016,    Germany,29380.0,29710.0,59090.0
Nov,2016,    Hong Kong,144740.0,141271.0,286011.0
Nov,2016,    Indonesia,300455.0,300660.0,601115.0
Nov,2016,    Japan,118478.0,114281.0,232759.0
Nov,2016,    Mainland China,227352.0,217215.0,444567.0
Nov,2016,    Malaysia,258320.0,257154.0,515474.0
Nov,2016,    Philippines,112434.0,103938.0,216372.0
Nov,2016,    Thailand,221313.0,218301.0,439614.0
Nov,2016,    United Kingdom,46842.0,43361.0,90203.0
Nov,2016,    Vietnam,96222.0,90792.0,187014.0
Nov,2016,  Europe,151187.0,144386.0,295573.0
Nov,2016,  Middle East,59177.0,53959.0,113136.0
Nov,2016,  North America,26137.0,28273.0,54410.0
Nov,2016,  North East Asia,634777.0,611995.0,1246772.0
Nov,2016,  Oceania,239208.0,243373.0,482581.0
Nov,2016,  Other Regions,6990.0,7095.0,14085.0
Nov,2016,  South Asia,238657.0,212708.0,451365.0
Nov,2016,  South East Asia,1053087.0,1032167.0,2085254.0
Nov,2016,Number Of Air Passenger Arrivals,0.0,2333956.0,2333956.0
Nov,2016,Number Of Air Passenger Departures,2409220.0,0.0,2409220.0
Oct,2016,    France,15943.0,20294.0,36237.0
Oct,2016,    Germany,30584.0,37913.0,68497.0
Oct,2016,    Hong Kong,138929.0,132063.0,270992.0
Oct,2016,    Indonesia,316342.0,319758.0,636100.0
Oct,2016,    Japan,116800.0,113949.0,230749.0
Oct,2016,    Mainland China,226366.0,210307.0,436673.0
Oct,2016,    Malaysia,254766.0,256392.0,511158.0
Oct,2016,    Philippines,99503.0,103821.0,203324.0
Oct,2016,    Thailand,213560.0,218518.0,432078.0
Oct,2016,    United Kingdom,45360.0,57141.0,102501.0
Oct,2016,    Vietnam,88146.0,88423.0,176569.0
Oct,2016,  Europe,150693.0,190505.0,341198.0
Oct,2016,  Middle East,53694.0,62822.0,116516.0
Oct,2016,  North America,22335.0,25409.0,47744.0
